Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
2656,Hy-Vee Food Store / Corning,A,300  10th St,Corning,IA,51632,"300 10th St
Corning, IA 51632
(40.991861, -94.731809)",10/01/2018
2657,Hy-Vee Food Store / Bedford,A,1604 Bent,Bedford,IA,50833,"1604 Bent
Bedford, IA 50833
(40.676171, -94.725578)",10/01/2018
2674,Hy-Vee Food Store / Lamoni,A,720 East Main,Lamoni,IA,50140,"720 East Main
Lamoni, IA 50140
(40.623647, -93.924475)",10/01/2018
2835,CVS Pharmacy #8538 / Cedar Falls,A,2302 West First St,Cedar Falls,IA,50613,"2302 West First St
Cedar Falls, IA 50613
(42.539874, -92.472778)",10/01/2018
2954,Dahl's / Ingersoll,I,3425 Ingersoll,Des Moines,IA,50300,"3425 Ingersoll
Des Moines, IA 50300
(41.586313, -93.663337)",10/01/2018
3013,Keith's Foods,A,207 E Locust St,Bloomfield,IA,52537,"207 E Locust St
Bloomfield, IA 52537
(40.752691, -92.412847)",10/01/2018
3041,Shugar's Super Valu / Colfax,A,28 E Howard,Colfax,IA,50054,"28 E Howard
Colfax, IA 50054
(41.677932, -93.244443)",10/01/2018
3045,Britt Food Center,A,8 2nd St NW,Britt,IA,50423,"8 2nd St NW
Britt, IA 50423
(43.098696, -93.801917)",10/01/2018
3162,Nash Finch / Wholesale Food,I,807 Grandview,Muscatine,IA,52761,"807 Grandview
Muscatine, IA 52761
(41.408437, -91.064113)",10/01/2018
3354,Sam's Club 8238 / Davenport,A,3845 Elmore Ave.,Davenport,IA,52807,"3845 Elmore Ave.
Davenport, IA 52807
(41.559731, -90.527081)",10/01/2018
3385,Sam's Club 8162 / Cedar Rapids,A,2605 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,"2605 Blairs Ferry Rd NE
Cedar Rapids, IA 52402
(42.031819, -91.67969)",10/01/2018
3886,Wal-Mart 0646 / Anamosa,A,101  115 St,Anamosa,IA,52205,"101 115 St
Anamosa, IA 52205",10/01/2018
3738,Hartig Drug Company #4 / Dubuque,A,2225 Central Ave,Dubuque,IA,52001,"2225 Central Ave
Dubuque, IA 52001
(42.51384, -90.671531)",10/01/2018
3740,Hometown Foods / Waterloo,A,1010 E Mitchell Ave,Waterloo,IA,50702,"1010 E Mitchell Ave
Waterloo, IA 50702
(42.476639, -92.343118)",10/01/2018
3831,The Market Of Madrid,A,301 Annex Rd,Madrid,IA,50156,"301 Annex Rd
Madrid, IA 50156
(41.87894, -93.815365)",10/01/2018
3833,Wal-Mart 3394 / Atlantic,A,1905 East 7th St,Atlantic,IA,50022,"1905 East 7th St
Atlantic, IA 50022
(41.403853, -94.98571)",10/01/2018
3838,Schnucks / Bettendorf,A,858 Middle Rd,Bettendorf,IA,52722,"858 Middle Rd
Bettendorf, IA 52722
(41.539421, -90.520013)",10/01/2018
3872,Target Store T-0086 / Dubuque,A,3500 Dodge St,Dubuque,IA,52003,"3500 Dodge St
Dubuque, IA 52003
(42.491944, -90.720589)",10/01/2018
3873,Target Store T-1113 / Coralville,A,1441 Coral Ridge Ave,Coralville,IA,52241,"1441 Coral Ridge Ave
Coralville, IA 52241
(41.691276, -91.608399)",10/01/2018
3879,Target Store T-1800 / Sioux City,A,5775 Sunnybrook Dr,Sioux City,IA,51106,"5775 Sunnybrook Dr
Sioux City, IA 51106
(42.448939, -96.332446)",10/01/2018
3880,Target Store T-2454 / Council Bluffs,A,3804 Metro Dr,Council Bluffs,IA,51503,"3804 Metro Dr
Council Bluffs, IA 51503
(41.220979, -95.837595)",10/01/2018
3881,7 Rayos Liquor Store,A,120 E Main St,Marshalltown,IA,50158,"120 E Main St
Marshalltown, IA 50158
(42.049166, -92.9104)",10/01/2018
3805,Washington Street Mini Mart,A,1601 Washington St,Davenport,IA,52804,"1601 Washington St
Davenport, IA 52804
(41.535982, -90.596253)",10/01/2018
3806,Target Store T-1901 / Wdm,A,5405 Mills Civic Pkwy,West Des Moines,IA,50266,"5405 Mills Civic Pkwy
West Des Moines, IA 50266
(41.559272, -93.779823)",10/01/2018
3876,Affiliated Foods Of Manson,I,1101 MAIN ST PO BOX 535,Manson,IA,50563,"1101 MAIN ST PO BOX 535
Manson, IA 50563
(42.530636, -94.534319)",10/01/2018
3877,Target Store T-2041 / Des Moines,A,5901 Douglas Ave,Des Moines,IA,50322,"5901 Douglas Ave
Des Moines, IA 50322
(41.629529, -93.699209)",10/01/2018
3894,Smokin' Joe's #6 Tobacco and Liquor Outlet,I,1404  1ST AVE NE,Cedar Rapids,IA,52402,"1404 1ST AVE NE
Cedar Rapids, IA 52402
(41.987286, -91.6537)",10/01/2018
3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,A,1901 Broadway St,Iowa City,IA,52240,"1901 Broadway St
Iowa City, IA 52240
(41.641383, -91.520308)",10/01/2018
3899,Wal-Mart 3762 / WDM,A,6365 Stagecoach Dr,West Des Moines,IA,50266,"6365 Stagecoach Dr
West Des Moines, IA 50266
(41.558107, -93.795512)",10/01/2018
3901,Target Store T-0878 / Fort Dodge,A,2910  1 Ave S,Fort Dodge,IA,50501,"2910 1 Ave S
Fort Dodge, IA 50501
(42.505335, -94.157366)",10/01/2018
4014,Wal-Mart 1732 / Denison,A,510 C Ave,Denison,IA,51442,"510 C Ave
Denison, IA 51442
(42.024726, -95.37051)",10/01/2018
3926,Liquor Downtown / Iowa City,I,315 S Gilbert St,Iowa City,IA,52240,"315 S Gilbert St
Iowa City, IA 52240
(41.657654, -91.530181)",10/01/2018
3928,Smokin' Joe's #12 Tobacco and Liquor Outlet,A,465 Hwy 965 Unit G,North Liberty,IA,52317,"465 Hwy 965 Unit G
North Liberty, IA 52317
(41.739524, -91.60759)",10/01/2018
3930,Kuennen's Liquor Store,A,106 W Mains St Po Box 142,St Lucas,IA,52166,"106 W Mains St Po Box 142
St Lucas, IA 52166",10/01/2018
3932,Main Street Spirits / Mapleton,A,311 Main St,Mapleton,IA,51034,"311 Main St
Mapleton, IA 51034
(42.165915, -95.79375)",10/01/2018
3934,Wal-Mart 1509 / Maquoketa,A,103 E Carlisle,Maquoketa,IA,52060,"103 E Carlisle
Maquoketa, IA 52060
(42.04869, -90.66292)",10/01/2018
4023,Wal-Mart 1389 / Boone,A,1515 SE Marshall St,Boone,IA,50036,"1515 SE Marshall St
Boone, IA 50036
(42.035093, -93.869892)",10/01/2018
4024,Wal-Mart 1546 / Iowa Falls,A,840 S Oak,Iowa Falls,IA,50126,"840 S Oak
Iowa Falls, IA 50126
(42.503407, -93.262446)",10/01/2018
4025,Karam Kaur Khasriya Llc,A,702 13th St,Belle Plaine,IA,52208,"702 13th St
Belle Plaine, IA 52208
(41.897052, -92.277759)",10/01/2018
4027,Wal-Mart 1621 / Centerville,A,23148 Hwy 5,Centerville,IA,52544,"23148 Hwy 5
Centerville, IA 52544
(40.70856, -92.867849)",10/01/2018
4034,Spice-n-ice,A,123 N Lawler St,Postville,IA,52162,"123 N Lawler St
Postville, IA 52162
(43.08605, -91.568372)",10/01/2018
3943,Good and Quick Co,A,519 Lincolnway,Nevada,IA,50201,"519 Lincolnway
Nevada, IA 50201
(42.022781, -93.464816)",10/01/2018
3987,Wine and Spirits Shoppe Of,A,111 S Phillips St,Algona,IA,50511,"111 S Phillips St
Algona, IA 50511
(43.068382, -94.226874)",10/01/2018
3989,Liquor On The Corner / Cherokee,I,300 E Main St,Cherokee,IA,51012,"300 E Main St
Cherokee, IA 51012
(42.749597, -95.547298)",10/01/2018
3997,Wal-Mart 4606 / Osceola,A,2400 College Dr,Osceola,IA,50213,"2400 College Dr
Osceola, IA 50213
(41.024891, -93.800214)",10/01/2018
4000,Foodland Super Markets / Woodbine,A,62 5th St,Woodbine,IA,51579,"62 5th St
Woodbine, IA 51579
(41.737038, -95.702814)",10/01/2018
4001,Wal-Mart 1787 / Carroll,A,2014 Kitty Hawk Ave,Carroll,IA,51401,"2014 Kitty Hawk Ave
Carroll, IA 51401
(42.081312, -94.893501)",10/01/2018
4004,Wal-Mart 4256 / Ames,A,534 S Duff Ave,Ames,IA,50010,"534 S Duff Ave
Ames, IA 50010
(42.017115, -93.610343)",10/01/2018
4006,Larchwood Offsale,A,913 Brown St Po Box 326,Larchwood,IA,51241,"913 Brown St Po Box 326
Larchwood, IA 51241
(43.453843, -96.435452)",10/01/2018
4073,"Uptown Liquor, Llc",A,306 Hwy 69 South,Forest City,IA,50436,"306 Hwy 69 South
Forest City, IA 50436
(43.261538, -93.633306)",10/01/2018
4091,Fareway Stores #705 / Clear Lake,A,910 Hwy 18 W,Clear Lake,IA,50428,"910 Hwy 18 W
Clear Lake, IA 50428
(43.143817, -93.376737)",10/01/2018
4092,Fareway Stores #077 / Norwalk,A,1711 Sunset Dr,Norwalk,IA,50211,"1711 Sunset Dr
Norwalk, IA 50211
(41.483259, -93.675528)",10/01/2018
4325,Villisca Foods Inc.,A,509 S 3rd Ave,Villisca,IA,50864,"509 S 3rd Ave
Villisca, IA 50864
(40.927076, -94.977264)",10/01/2018
4326,Stratford Food Center,A,829 Shakespeare Ave,Stratford,IA,50249,"829 Shakespeare Ave
Stratford, IA 50249
(42.271302, -93.92715)",10/01/2018
4393,KUM & GO #206 / Clive,A,1725 NW 86th St,Clive,IA,50325,"1725 NW 86th St
Clive, IA 50325
(41.607327, -93.736227)",10/01/2018
4395,KUM & GO #133 / Ellsworth,A,1111 Ia Highway 175,Ellsworth,IA,50075,"1111 Ia Highway 175
Ellsworth, IA 50075
(42.310442, -93.573927)",10/01/2018
4313,Fareway Stores #940 / Atlantic,A,301 Poplar St,Atlantic,IA,50022,"301 Poplar St
Atlantic, IA 50022
(41.407927, -95.014379)",10/01/2018
4315,Fareway Stores #554 / Washington,A,301 North Marion Ave,Washington,IA,52353,"301 North Marion Ave
Washington, IA 52353
(41.301967, -91.692985)",10/01/2018
4365,Kum & Go #222 / West St Grinnell,A,1002 West St,Grinnell,IA,50112,"1002 West St
Grinnell, IA 50112
(41.745106, -92.727375)",10/01/2018
4366,Kum & Go #137 / Tiffin,A,101 Village Dr,Tiffin,IA,52340,"101 Village Dr
Tiffin, IA 52340
(41.697221, -91.6656)",10/01/2018
4371,Kum & Go #50 / West Des Moines,A,745 S 51st St,West Des Moines,IA,50265,"745 S 51st St
West Des Moines, IA 50265
(41.55871, -93.77275)",10/01/2018
4372,Kum & Go #404 / Mason City,I,1303 4TH ST SW,Mason City,IA,50401,"1303 4TH ST SW
Mason City, IA 50401
(43.148339, -93.221539)",10/01/2018
4373,Kum & Go #74 / West Des Moines,A,141 S Jordan Creek Pkwy,West Des Moines,IA,50266,"141 S Jordan Creek Pkwy
West Des Moines, IA 50266
(41.567246, -93.809458)",10/01/2018
4374,Kum & Go #141 / Grimes,A,1950 Princeton Dr,Grimes,IA,50111,"1950 Princeton Dr
Grimes, IA 50111
(41.673752, -93.772485)",10/01/2018
4375,Kum & Go #237 / Grimes,A,801 N 1st St,Grimes,IA,50111,"801 N 1st St
Grimes, IA 50111
(41.688389, -93.784145)",10/01/2018
4376,Kum & Go #6 / Mason City,I,1920 S FEDERAL AVE,Mason City,IA,50401,"1920 S FEDERAL AVE
Mason City, IA 50401
(43.133204, -93.201072)",10/01/2018
4382,Kum & Go #8 / 8th St / WDM,A,1293 8th Ave,West Des Moines,IA,50265,"1293 8th Ave
West Des Moines, IA 50265
(41.590671, -93.713248)",10/01/2018
4384,Kum & Go #2093 / Adel,A,409 Nile Kinnick Dr,Adel,IA,50003,"409 Nile Kinnick Dr
Adel, IA 50003
(41.614114, -94.017511)",10/01/2018
4498,Speede Shop / Winthrop,A,644 220th St,Winthrop,IA,50682,"644 220th St
Winthrop, IA 50682",10/01/2018
4517,Casey's General Store #2767 / Cedar Rapids,A,3434 1st Ave NE,Cedar Rapids,IA,52402,"3434 1st Ave NE
Cedar Rapids, IA 52402
(42.013062, -91.635028)",10/01/2018
4519,Casey's General Store #2923 / WDM,A,1850 22nd St,West Des Moines,IA,50266,"1850 22nd St
West Des Moines, IA 50266
(41.59992, -93.736188)",10/01/2018
4552,Casey's General Store #2493 / Buffalo,A,222 W Front St,Buffalo,IA,52728,"222 W Front St
Buffalo, IA 52728",10/01/2018
4553,Casey's General Store #1892 / Sheffield,A,702 E Gilman St,Sheffield,IA,50475,"702 E Gilman St
Sheffield, IA 50475
(42.893235, -93.203207)",10/01/2018
4568,Select Mart / Sioux City,A,4103 Floyd Blvd,Sioux City,IA,51108,"4103 Floyd Blvd
Sioux City, IA 51108
(42.54202, -96.358413)",10/01/2018
4569,Car-Go-Express / Sutherland,A,202 West Southern St,Sutherland,IA,51058,"202 West Southern St
Sutherland, IA 51058
(42.968051, -95.499742)",10/01/2018
4571,Casey's General Store #2357 / Allison,A,"100, Cherry St",Allison,IA,50602,"100, Cherry St
Allison, IA 50602
(42.745202, -92.790457)",10/01/2018
4572,Grundy Center Family Foods,I,1400 G Ave,Grundy Center,IA,50638,"1400 G Ave
Grundy Center, IA 50638
(42.36157, -92.782283)",10/01/2018
4582,Pronto / Spirit Lake,A,"2402, 17th St",Spirit Lake,IA,51360,"2402, 17th St
Spirit Lake, IA 51360
(43.42282, -95.126585)",10/01/2018
4584,J & C Grocery / Dumont,A,611 Main St,Dumont,IA,50602,"611 Main St
Dumont, IA 50602
(42.750551, -92.973022)",10/01/2018
4672,The Pit Stop / River City Liquor,I,402 S Hwy 52,Guttenberg,IA,52052,"402 S Hwy 52
Guttenberg, IA 52052
(42.782424, -91.100471)",10/01/2018
4673,Sonny's Super Market / West Point,A,327 5th St,West Point,IA,52656,"327 5th St
West Point, IA 52656
(40.717867, -91.452491)",10/01/2018
4708,No Frills Supermarkets #803 / Glenwood,A,423 SHARP ST,Glenwood,IA,51534,"423 SHARP ST
Glenwood, IA 51534
(41.04635, -95.742987)",10/01/2018
4709,Walgreens #12108 / Ames,A,2719 Grand Ave,Ames,IA,50010,"2719 Grand Ave
Ames, IA 50010
(42.048974, -93.620635)",10/01/2018
4712,Walgreens #11942 / Dubuque,A,345 E 20th St,Dubuque,IA,52001,"345 E 20th St
Dubuque, IA 52001
(42.512092, -90.66694)",10/01/2018
4713,Walgreens #10985 / Coralville,A,2751 Heartland Dr,Coralville,IA,52241,"2751 Heartland Dr
Coralville, IA 52241
(41.70051, -91.60946)",10/01/2018
4714,Walgreens #05943 / Indianola,A,1000 N Jefferson St,Indianola,IA,50125,"1000 N Jefferson St
Indianola, IA 50125",10/01/2018
4715,Walgreens #06678 / West Des Moines,A,1999 Grand Ave,West Des Moines,IA,50265,"1999 Grand Ave
West Des Moines, IA 50265
(41.571398, -93.731469)",10/01/2018
4769,Elma Locker and Grocery,A,100 Grant St,Elma,IA,50628,"100 Grant St
Elma, IA 50628
(43.244311, -92.435443)",10/01/2018
4781,Casey's General Store #3079 / Early,A,"2245, Us Hwy 71",Early,IA,50535,"2245, Us Hwy 71
Early, IA 50535
(42.467201, -95.14799)",10/01/2018
4727,Walgreens #07996 / Ankeny,A,2702 SE Delaware Ave,Ankeny,IA,50021,"2702 SE Delaware Ave
Ankeny, IA 50021
(41.702333, -93.581219)",10/01/2018
4728,Walgreens #05077 / Iowa City,A,2214 Muscatine Ave,Iowa City,IA,52240,"2214 Muscatine Ave
Iowa City, IA 52240
(41.649538, -91.502717)",10/01/2018
4762,Huber's Store Inc.,I,101 Main St,Fort Atkinson,IA,52144,"101 Main St
Fort Atkinson, IA 52144
(43.14339, -91.932448)",10/01/2018
4764,New Star / Fort Dodge,I,1923 5th Ave S,Fort Dodge,IA,50501,"1923 5th Ave S
Fort Dodge, IA 50501
(42.501169, -94.170859)",10/01/2018
4765,Kwik Stop C-Stores / Dubuque,A,2335 University Ave,Dubuque,IA,52001,"2335 University Ave
Dubuque, IA 52001
(42.499518, -90.696858)",10/01/2018
4766,Keywest Conoco / Dubuque,A,2150 Twin Valley Dr,Dubuque,IA,52003,"2150 Twin Valley Dr
Dubuque, IA 52003
(42.459905, -90.674579)",10/01/2018
4767,Casey's General Store #3075 / Ankeny,A,6981 NE 14th St,Ankeny,IA,50023,"6981 NE 14th St
Ankeny, IA 50023
(41.687793, -93.600659)",10/01/2018
4768,Kum & Go #777 / Urbandale,I,8228 Douglas Ave,Urbandale,IA,50322,"8228 Douglas Ave
Urbandale, IA 50322
(41.629152, -93.731344)",10/01/2018
4779,Casey's General Store #25 / Mount Ayr,A,"300, W South St",Mount Ayr,IA,50854,"300, W South St
Mount Ayr, IA 50854
(40.710908, -94.240402)",10/01/2018
4780,Casey's General Store #3043 / Britt,A,"576, N Main Ave",Britt,IA,50423,"576, N Main Ave
Britt, IA 50423
(43.102653, -93.802043)",10/01/2018
4891,Schottsy's Liquor,A,109 5th St,Sibley,IA,51249,"109 5th St
Sibley, IA 51249
(43.403935, -95.759943)",10/01/2018
4820,Lil' Chubs Corner Stop,I,712 S Oak St,Inwood,IA,51240,"712 S Oak St
Inwood, IA 51240
(43.30226, -96.430827)",10/01/2018
4847,Slagle Foods LeClaire,A,1301 Eagle Ridge Rd,Leclaire,IA,52753,"1301 Eagle Ridge Rd
Leclaire, IA 52753
(41.587349, -90.359813)",10/01/2018
4848,Kum & Go #246 / Winterset,A,111 E Jefferson St,Winterset,IA,50273,"111 E Jefferson St
Winterset, IA 50273
(41.335457, -94.012692)",10/01/2018
4849,C Fresh Market,A,801 University Ave,Des Moines,IA,50314,"801 University Ave
Des Moines, IA 50314
(41.600826, -93.627851)",10/01/2018
4853,Kum & Go #62 / Johnston,A,6130 NW 86th St,Johnston,IA,50131,"6130 NW 86th St
Johnston, IA 50131
(41.67184, -93.736534)",10/01/2018
4854,Casey's General Store #3029 / Armstrong,A,"307, S 4th Ave",Armstrong,IA,50514,"307, S 4th Ave
Armstrong, IA 50514
(43.39274, -94.483108)",10/01/2018
4855,Casey's General Store #3200 / Strawberry Point,A,"308, W Mission",Strawberry Point,IA,52076,"308, W Mission
Strawberry Point, IA 52076
(42.684496, -91.539837)",10/01/2018
4856,Brothers Market / Lisbon,A,930 Commercial St,Lisbon,IA,52253,"930 Commercial St
Lisbon, IA 52253
(41.918663, -91.401062)",10/01/2018
4905,South Side Grocery,I,"319, Court St",Rockwell City,IA,50579,"319, Court St
Rockwell City, IA 50579
(42.394636, -94.632453)",10/01/2018
4907,Prime Mart / Cedar Falls,A,2323 Main St,Cedar Falls,IA,50613,"2323 Main St
Cedar Falls, IA 50613
(42.516198, -92.44586)",10/01/2018
4852,Kum & Go #520 / Cedar Rapids,A,2604 16th Ave,Cedar Rapids,IA,52404,"2604 16th Ave
Cedar Rapids, IA 52404
(41.963064, -91.707034)",10/01/2018
4869,Lindsanator's,I,7 Goethe Street  Suite B,Guttenberg,IA,52052,"7 Goethe Street Suite B
Guttenberg, IA 52052
(42.782907, -91.095813)",10/01/2018
4870,Tobacco 4 Less / Bettendorf,I,1032 State St,Bettendorf,IA,52722,"1032 State St
Bettendorf, IA 52722
(41.5251, -90.518562)",10/01/2018
4872,Casey's General Store #2644 / Earlham,A,975 N Chestnut Ave,Earlham,IA,50072,"975 N Chestnut Ave
Earlham, IA 50072
(41.500191, -94.123159)",10/01/2018
4873,Casey's General Store #2559 / Granger,A,"1802, Sycamore St",Granger,IA,50109,"1802, Sycamore St
Granger, IA 50109
(41.758781, -93.824366)",10/01/2018
4874,Z's Quickbreak,A,"201, E Washington St",Mount Pleasant,IA,52641,"201, E Washington St
Mount Pleasant, IA 52641
(40.965272, -91.551598)",10/01/2018
4876,Quick Mart / Hiawatha,A,"655, Robbins Rd",Hiawatha,IA,52233,"655, Robbins Rd
Hiawatha, IA 52233
(42.044452, -91.672961)",10/01/2018
4877,World Liquor & Tobacco,A,1775 NW 86th St,Clive,IA,50325,"1775 NW 86th St
Clive, IA 50325
(41.607853, -93.736232)",10/01/2018
4908,Zapf's Pronto Market,A,107 1st St SW,Elkader,IA,52043,"107 1st St SW
Elkader, IA 52043
(42.85389, -91.405293)",10/01/2018
4909,Pump N Pak Rock Valley,I,1004 Main St,Rock Valley,IA,51247,"1004 Main St
Rock Valley, IA 51247
(43.200164, -96.294824)",10/01/2018
5040,Wilton Express,A,1300 Nicolaus St,Wilton,IA,52778,"1300 Nicolaus St
Wilton, IA 52778
(41.589962, -91.034817)",10/01/2018
5015,W. E.  Wholesale Outlet,I,2040 KERPER BLVD,Dubuque,IA,52001,"2040 KERPER BLVD
Dubuque, IA 52001
(42.515995, -90.655154)",10/01/2018
5016,Sierra Foods,I,3326 Center Point Rd NE,Cedar Rapids,IA,52402,"3326 Center Point Rd NE
Cedar Rapids, IA 52402
(42.011821, -91.663862)",10/01/2018
5017,Lansing IGA,A,417 Main St,Lansing,IA,52151,"417 Main St
Lansing, IA 52151
(43.36182, -91.219222)",10/01/2018
5041,Casey's General Store #3309 / Montez,A,106 N Front St,Montezuma,IA,50171,"106 N Front St
Montezuma, IA 50171
(41.58587, -92.52723)",10/01/2018
5042,Super Stop III / Dubuque,A,1101 Rhomberg Ave,Dubuque,IA,52001,"1101 Rhomberg Ave
Dubuque, IA 52001
(42.519502, -90.660269)",10/01/2018
5043,West Side Liquor / Waterloo,I,919 W 5th St,Waterloo,IA,50702,"919 W 5th St
Waterloo, IA 50702
(42.488567, -92.346356)",10/01/2018
5045,Central Mart / Hamilton Blvd,I,800 Hamilton Blvd,Sioux City,IA,51103,"800 Hamilton Blvd
Sioux City, IA 51103
(42.504385, -96.41738)",10/01/2018
5046,West K Mart,A,"707, Palean St",Keokuk,IA,52632,"707, Palean St
Keokuk, IA 52632
(40.393735, -91.391355)",10/01/2018
5047,The Fresh Market,I,180 COLLINS RD NE,Cedar Rapids,IA,52402,"180 COLLINS RD NE
Cedar Rapids, IA 52402
(42.028274, -91.628026)",10/01/2018
5044,Casey's General Store #3202 / Cresce,A,"111, Mormon Bridge Rd",Crescent,IA,51526,"111, Mormon Bridge Rd
Crescent, IA 51526
(41.362302, -95.858942)",10/01/2018
5055,Latimer Community Grocery,A,"110, S  Akir  St",Latimer,IA,50452,"110, S Akir St
Latimer, IA 50452
(42.763103, -93.368266)",10/01/2018
5056,Council Bluffs Sinclair,A,"1305, N 25th St",Council Bluffs,IA,51501,"1305, N 25th St
Council Bluffs, IA 51501
(41.273813, -95.881702)",10/01/2018
5062,Casey's General Store #2318 / Montro,A,"111, Main St",Montrose,IA,52639,"111, Main St
Montrose, IA 52639
(40.532149, -91.415097)",10/01/2018
5063,Logan Convenience Store,A,"735, Logan Ave",Waterloo,IA,50703,"735, Logan Ave
Waterloo, IA 50703
(42.510453, -92.337744)",10/01/2018
5064,Casey's General Store #2777 / Fairfa,A,"65, Williams Blvd",Fairfax,IA,52228,"65, Williams Blvd
Fairfax, IA 52228
(41.929161, -91.779035)",10/01/2018
5079,Casey's General Store #2489 / Deniso,A,1608 4th Ave S,Denison,IA,51442,"1608 4th Ave S
Denison, IA 51442
(42.012395, -95.349198)",10/01/2018
5080,C's Liquor Store,A,719 2nd Ave W,Spencer,IA,51301,"719 2nd Ave W
Spencer, IA 51301
(43.14521, -95.147741)",10/01/2018
5081,Casey's General Store #3035 / Atlant,A,701 Poplar St,Atlantic,IA,50022,"701 Poplar St
Atlantic, IA 50022
(41.403737, -95.014425)",10/01/2018
5082,Casey's General Store #2365 / Atlant,A,911 SW 7th St,Atlantic,IA,50022,"911 SW 7th St
Atlantic, IA 50022
(41.401381, -95.028377)",10/01/2018
5083,Central Mart,A,"1203, Tri View Ave",Sioux City,IA,51104,"1203, Tri View Ave
Sioux City, IA 51104
(42.494265, -96.422992)",10/01/2018
5086,"Central Mart I, LLC.",A,"2501, Floyd Blvd",Sioux City,IA,51106,"2501, Floyd Blvd
Sioux City, IA 51106
(42.515989, -96.385071)",10/01/2018
5087,Quik-Pik  /  Logan,A,"107, W  7th St",Logan,IA,51546,"107, W 7th St
Logan, IA 51546
(41.643053, -95.79091)",10/01/2018
5090,Kum & Go #437 / Muscatine,I,709 Grandview Ave,Muscatine,IA,52761,"709 Grandview Ave
Muscatine, IA 52761
(41.408932, -91.063509)",10/01/2018
5151,IDA Liquor,A,"500, Hwy 175",Ida Grove,IA,51445,"500, Hwy 175
Ida Grove, IA 51445",10/01/2018
5157,Kimmes Manson Country Store #10,A,208 Main St,Manson,IA,50563,"208 Main St
Manson, IA 50563
(42.517855, -94.534532)",10/01/2018
5158,Bucky's Express #19 / Council Bluffs,I,"1839, Madison Ave",Council Bluffs,IA,51501,"1839, Madison Ave
Council Bluffs, IA 51501
(41.241482, -95.821641)",10/01/2018
5198,Riverside Liquor,A,826 E River Dr,Davenport,IA,52803,"826 E River Dr
Davenport, IA 52803
(41.524926, -90.561741)",10/01/2018
5258,Oky Doky # 8 Foods,A,"535, Hill Street",Dubuque,IA,52001,"535, Hill Street
Dubuque, IA 52001
(42.496794, -90.673985)",10/01/2018
5260,GM Food Mart,A,"2881, Highway 61",Muscatine,IA,52761,"2881, Highway 61
Muscatine, IA 52761
(41.387459, -91.097752)",10/01/2018
5273,Casey's General Store # 2598/ Pella,A,414 Clark Street,Pella,IA,50219,"414 Clark Street
Pella, IA 50219",10/01/2018
5194,Shelby General Store,A,"406, East St",Shelby,IA,51570,"406, East St
Shelby, IA 51570
(41.515255, -95.450435)",10/01/2018
5211,Kum & Go #129  /  Johnston,A,5225 NW  86th  St,Johnston,IA,50131,"5225 NW 86th St
Johnston, IA 50131
(41.655804, -93.736395)",10/01/2018
5213,Garner One Stop,A,"2506, 280th  St",Montrose,IA,52639,"2506, 280th St
Montrose, IA 52639
(40.552204, -91.429681)",10/01/2018
5214,Fas Mart #5148 / Cedar Rapids,A,550 Wilson Ave SW,Cedar Rapids,IA,52404,"550 Wilson Ave SW
Cedar Rapids, IA 52404
(41.956073, -91.676432)",10/01/2018
5228,Anthon Mini Mart,A,"101, W Main St",Anthon,IA,51004,"101, W Main St
Anthon, IA 51004
(42.388265, -95.868594)",10/01/2018
5229,Casey's General Store #3422 / Norwal,A,"500, North Ave",Norwalk,IA,50211,"500, North Ave
Norwalk, IA 50211
(41.475417, -93.683934)",10/01/2018
5230,Point Liquor & Tobacco,A,"3221, Center Point Rd NE",Cedar Rapids,IA,52402,"3221, Center Point Rd NE
Cedar Rapids, IA 52402
(42.01133, -91.663629)",10/01/2018
5248,Liquor and Grocery Depot,I,114 N  Center  St,Marshalltown,IA,50158,"114 N Center St
Marshalltown, IA 50158
(42.051619, -92.912975)",10/01/2018
5250,East Side Liquor and Tobacco,I,3804 Hubbell Ave,Des Moines,IA,50317,"3804 Hubbell Ave
Des Moines, IA 50317
(41.630849, -93.541351)",10/01/2018
5251,Northside Liquor,A,"1303, North Federal",Mason City,IA,50401,"1303, North Federal
Mason City, IA 50401
(43.163663, -93.201061)",10/01/2018
5291,JumpStart,A,"109, Locust St",Carter Lake,IA,51510,"109, Locust St
Carter Lake, IA 51510
(41.285058, -95.928952)",10/01/2018
5322,Avoca Food Land,A,212 West Wood St.,Avoca,IA,51521,"212 West Wood St.
Avoca, IA 51521
(41.487428, -95.33778)",10/01/2018
5323,Hometown Foods / Gladbrook,A,320 2nd St,Gladbrook,IA,50635,"320 2nd St
Gladbrook, IA 50635
(42.187654, -92.716573)",10/01/2018
5324,Hometown Foods / State Center,A,120 E. Main St.,State Center,IA,50247,"120 E. Main St.
State Center, IA 50247
(42.016845, -93.162349)",10/01/2018
5325,Hometown Foods / Hubbard,A,210 E. Maple St,Hubbard,IA,50122,"210 E. Maple St
Hubbard, IA 50122
(42.305556, -93.298266)",10/01/2018
5329,DIVA & TEJ GAS & FOOD,A,2293 Hwy 30,Grand Mounds,IA,52751,"2293 Hwy 30
Grand Mounds, IA 52751
(41.828025, -90.646331)",10/01/2018
